rcc	statistic	p-value	archivo	wilcox_bool	holmsidak_p	holmsidak_bool	bonfer_p	bonfer_bool	fdrbh_p	fdrbh_bool
50	52430200.5	5.471856013791512e-11	8YesLat_UnionPairs	1	4.705796419202102e-09	True	1.690803508261577e-08	True	7.548229947596326e-11	True
51	50671628.5	4.1976319184906306e-15	8YesLat_UnionPairs	1	4.218847493575595e-13	True	1.297068262813605e-12	True	6.176515537207642e-15	True
52	58374027.5	0.021728453461146147	8YesLat_UnionPairs	1	0.43254043543214526	False	1.0	False	0.023558217963137403	True
1	40884341.0	1.304673058939139e-51	8NoLat_UnionPairs	1	0.0	True	4.03143975212194e-49	True	3.803245049171641e-51	True
2	41823286.5	3.5224549184095342e-47	8NoLat_UnionPairs	1	0.0	True	1.0884385697885461e-44	True	9.383091118866776e-47	True
3	54497811.0	4.4999366518888695e-07	8NoLat_UnionPairs	1	2.9249167055045433e-05	True	0.00013904804254336606	True	5.675430307892492e-07	True
4	47777386.5	5.1250115366283255e-25	8NoLat_UnionPairs	1	0.0	True	1.5836285648181525e-22	True	8.749329087393108e-25	True
5	37906351.5	4.614054280912965e-67	8NoLat_UnionPairs	1	0.0	True	1.4257427728021063e-64	True	2.0966805482383914e-66	True
6	44812279.5	1.5593179111958743e-34	8NoLat_UnionPairs	1	0.0	True	4.8182923455952515e-32	True	3.322960238341553e-34	True
7	38801508.0	4.051087327545094e-62	8NoLat_UnionPairs	1	0.0	True	1.251785984211434e-59	True	1.6256960833914727e-61	True
8	60715119.0	0.3913176793875043	8NoLat_UnionPairs	0	0.9873241727118018	False	1.0	False	0.40023997974348874	False
9	60589654.0	0.09934441564393354	8NoLat_UnionPairs	0	0.8289619353982328	False	1.0	False	0.1044130082788281	False
10	42858443.0	2.510166060508095e-44	8NoLat_UnionPairs	1	0.0	True	7.756413126970014e-42	True	6.463677605808345e-44	True
11	36214902.5	5.321689180989268e-77	8NoLat_UnionPairs	1	0.0	True	1.6444019569256839e-74	True	3.0451888091216365e-76	True
12	39603607.5	5.131384939310201e-58	8NoLat_UnionPairs	1	0.0	True	1.5855979462468521e-55	True	1.7815707261200584e-57	True
13	34142779.5	6.346504580265661e-90	8NoLat_UnionPairs	1	0.0	True	1.9610699153020894e-87	True	5.942636106976029e-89	True
14	39685187.0	1.895386696694335e-57	8NoLat_UnionPairs	1	0.0	True	5.856744892785495e-55	True	6.43598339866538e-57	True
15	46747425.0	6.750759309367535e-27	8NoLat_UnionPairs	1	0.0	True	2.085984626594568e-24	True	1.2127817596480047e-26	True
16	61078342.0	0.3924683296513822	8NoLat_UnionPairs	0	0.9873241727118018	False	1.0	False	0.40023997974348874	False
17	60208238.5	0.0012325663368297909	8NoLat_UnionPairs	1	0.04342851470860931	True	0.38086299808040536	False	0.0013900109418992898	True
18	58698595.5	0.0068736373257013384	8NoLat_UnionPairs	1	0.18691619009774296	False	1.0	False	0.00758554976300612	True
19	49165173.0	2.217036933942284e-24	8NoLat_UnionPairs	1	0.0	True	6.850644125881658e-22	True	3.723176155370466e-24	True
20	47652031.5	2.195822162435951e-28	8NoLat_UnionPairs	1	0.0	True	6.785090481927088e-26	True	4.112176049652781e-28	True
21	40583912.0	2.227181516344839e-53	8NoLat_UnionPairs	1	0.0	True	6.881990885505552e-51	True	6.8819908855055525e-53	True
22	40228189.5	3.906026515909163e-55	8NoLat_UnionPairs	1	0.0	True	1.2069621934159314e-52	True	1.2191537307231629e-54	True
23	41983525.0	1.4556964224248345e-50	8NoLat_UnionPairs	1	0.0	True	4.498101945292739e-48	True	4.0891835866297627e-50	True
24	46962690.0	2.5062507584580625e-26	8NoLat_UnionPairs	1	0.0	True	7.744314843635414e-24	True	4.400178888429212e-26	True
25	44552969.0	3.3421579716391755e-35	8NoLat_UnionPairs	1	0.0	True	1.0327268132365052e-32	True	7.221865826828708e-35	True
26	52105360.5	1.1232959469627713e-11	8NoLat_UnionPairs	1	9.88505277632612e-10	True	3.4709844761149635e-09	True	1.563506520772506e-11	True
27	35450885.5	7.834209087809912e-82	8NoLat_UnionPairs	1	0.0	True	2.4207706081332626e-79	True	5.37949024029614e-81	True
28	40580508.5	3.387965367521225e-53	8NoLat_UnionPairs	1	0.0	True	1.0468812985640585e-50	True	1.036516137192137e-52	True
29	56214492.5	0.00014053253967420709	8NoLat_UnionPairs	1	0.006436250909640062	True	0.04342455475932999	True	0.00016386624437483014	True
30	44615187.0	2.1356852758175194e-37	8NoLat_UnionPairs	1	0.0	True	6.599267502276135e-35	True	4.9248264942359216e-37	True
31	33353012.0	4.63940803732046e-95	8NoLat_UnionPairs	1	0.0	True	1.433577083532022e-92	True	5.734308334128088e-94	True
32	43750092.0	6.223327177207495e-39	8NoLat_UnionPairs	1	0.0	True	1.9230080977571162e-36	True	1.4907039517497024e-38	True
33	39413959.5	7.23984639739593e-59	8NoLat_UnionPairs	1	0.0	True	2.2371125367953424e-56	True	2.6012936474364445e-58	True
34	60464688.5	0.3217640413541558	8NoLat_UnionPairs	0	0.986164975197447	False	1.0	False	0.3314169625947805	False
35	59934197.0	0.001961885927071405	8NoLat_UnionPairs	1	0.0645893424370777	False	0.6062227514650641	False	0.002196459244438638	True
36	40657651.0	2.4103543795130654e-55	8NoLat_UnionPairs	1	0.0	True	7.447995032695372e-53	True	7.599994931321808e-55	True
37	34201884.5	1.3262960732026429e-89	8NoLat_UnionPairs	1	0.0	True	4.098254866196166e-87	True	1.2053690782929901e-88	True
38	39379397.5	3.4146710789464025e-59	8NoLat_UnionPairs	1	0.0	True	1.0551333633944383e-56	True	1.2413333686993393e-58	True
39	31486006.0	4.435008414134035e-108	8NoLat_UnionPairs	1	0.0	True	1.3704175999674168e-105	True	1.2458341817885607e-106	True
40	40714018.0	2.95095250043334e-52	8NoLat_UnionPairs	1	0.0	True	9.118443226339021e-50	True	8.852857501300021e-52	True
41	44113492.0	6.797222517035399e-37	8NoLat_UnionPairs	1	0.0	True	2.1003417577639383e-34	True	1.53309617355032e-36	True
42	61079726.0	0.4042108040312607	8NoLat_UnionPairs	0	0.9873241727118018	False	1.0	False	0.40951192933003133	False
43	60245999.0	0.002361226677607213	8NoLat_UnionPairs	1	0.07504724586857903	False	0.7296190433806289	False	0.0026340037667170716	True
44	55694074.5	1.551772402661827e-08	8NoLat_UnionPairs	1	1.163828631356445e-06	True	4.794976724225045e-06	True	2.0404156273298068e-08	True
45	48271877.0	5.4813019297654205e-28	8NoLat_UnionPairs	1	0.0	True	1.693722296297515e-25	True	1.0142049678428234e-27	True
46	48040758.0	8.887038418268714e-27	8NoLat_UnionPairs	1	0.0	True	2.7460948712450324e-24	True	1.5873380758641807e-26	True
47	37624779.0	3.0086728204934545e-69	8NoLat_UnionPairs	1	0.0	True	9.296799015324774e-67	True	1.4086059114128447e-68	True
48	36441883.0	3.7696524670948687e-76	8NoLat_UnionPairs	1	0.0	True	1.1648226123323144e-73	True	2.1178592951496626e-75	True
49	40382322.0	2.8919252877052694e-59	8NoLat_UnionPairs	1	0.0	True	8.936049139009283e-57	True	1.0638153736915812e-58	True
50	47680104.5	6.548179362836629e-24	8NoLat_UnionPairs	1	0.0	True	2.023387423116518e-21	True	1.0878427006002787e-23	True
51	46024649.0	1.4998695856825391e-29	8NoLat_UnionPairs	1	0.0	True	4.6345970197590456e-27	True	2.8433110550668995e-29	True
52	50412406.0	9.27991808654028e-16	8NoLat_UnionPairs	1	9.059419880941277e-14	True	2.867494688740946e-13	True	1.3786032157408396e-15	True
1	54713082.0	9.11150090588348e-07	8YesLat_SumPairs	1	5.5578636297792805e-05	True	0.00028154537799179955	True	1.1307043292843356e-06	True
2	54189576.0	9.635144278746171e-09	8YesLat_SumPairs	1	7.419058346558316e-07	True	2.977259582132567e-06	True	1.277793812074063e-08	True
3	40485196.5	1.7179533316916018e-71	8YesLat_SumPairs	1	0.0	True	5.30847579492705e-69	True	8.294493429573515e-71	True
4	43131196.5	4.661298518040895e-41	8YesLat_SumPairs	1	0.0	True	1.4403412420746364e-38	True	1.152272993659709e-40	True
5	50943873.5	2.1605560943102552e-14	8YesLat_SumPairs	1	2.0676793610618915e-12	True	6.676118331418689e-12	True	3.105171316938925e-14	True
6	48422892.0	1.89383114243992e-27	8YesLat_SumPairs	1	0.0	True	5.851938230139352e-25	True	3.4832965655591385e-27	True
7	60045945.5	0.2190194078790279	8YesLat_SumPairs	0	0.9685975609658389	False	1.0	False	0.22863850349533657	False
8	32511813.5	1.423141741059842e-104	8YesLat_SumPairs	1	0.0	True	4.397507979874912e-102	True	3.6645899832290937e-103	True
9	32674504.0	1.2320422006142538e-99	8YesLat_SumPairs	1	0.0	True	3.8070103998980445e-97	True	2.1150057777211358e-98	True
10	36738490.5	1.0133670966326879e-73	8YesLat_SumPairs	1	0.0	True	3.1313043285950056e-71	True	5.3988005665431136e-73	True
11	45892062.5	5.797686373432068e-30	8YesLat_SumPairs	1	0.0	True	1.791485089390509e-27	True	1.1127236580065273e-29	True
12	56845241.5	0.0007938635858472068	8YesLat_SumPairs	1	0.03126787926124053	True	0.2453038480267869	False	0.0009085327704695811	True
13	49739253.5	1.4868365352086624e-17	8YesLat_SumPairs	1	0.0	True	4.594324893794767e-15	True	2.2521200459778266e-17	True
14	54824519.0	1.5218274265978157e-06	8YesLat_SumPairs	1	8.978385568048086e-05	True	0.000470244674818725	True	1.8734847602339644e-06	True
15	48740412.5	1.2112508084160554e-20	8YesLat_SumPairs	1	0.0	True	3.742764998005611e-18	True	1.919366665643903e-20	True
16	34121720.5	1.2218486054220658e-91	8YesLat_SumPairs	1	0.0	True	3.775512190754183e-89	True	1.301900755432477e-90	True
17	30264130.0	7.987351985484243e-117	8YesLat_SumPairs	1	0.0	True	2.4680917635146312e-114	True	6.170229408786577e-115	True
18	33266048.5	1.405201637511425e-95	8YesLat_SumPairs	1	0.0	True	4.342073059910304e-93	True	1.8878578521349144e-94	True
19	35865220.0	6.006315109929071e-79	8YesLat_SumPairs	1	0.0	True	1.855951368968083e-76	True	3.6391203313099664e-78	True
20	43032204.0	1.7553885443906522e-41	8YesLat_SumPairs	1	0.0	True	5.424150602167115e-39	True	4.3743150017476736e-41	True
21	36902542.0	9.293680321570807e-73	8YesLat_SumPairs	1	0.0	True	2.8717472193653794e-70	True	4.707782326828491e-72	True
22	56208008.5	0.00014036086323907806	8YesLat_SumPairs	1	0.006436250909640062	True	0.04337150674087512	True	0.00016386624437483014	True
23	47860348.0	2.7237051871910404e-23	8YesLat_SumPairs	1	0.0	True	8.416249028420314e-21	True	4.4530418139790027e-23	True
24	54880737.0	1.91145894307059e-06	8YesLat_SumPairs	1	0.00010894732869048962	True	0.0005906408134088123	True	2.334548669600049e-06	True
25	50766083.5	7.624958977686361e-15	8YesLat_SumPairs	1	7.507328092515309e-13	True	2.3561123241050854e-12	True	1.1113737377854177e-14	True
26	53607547.5	1.2934454160805009e-08	8YesLat_SumPairs	1	9.830180404124533e-07	True	3.996746335688748e-06	True	1.7080112545678408e-08	True
1	39429745.0	7.742556711311719e-59	8NoLat_SumPairs	1	0.0	True	2.3924500237953213e-56	True	2.749942556086576e-58	True
2	41366768.5	3.657896699398917e-49	8NoLat_SumPairs	1	0.0	True	1.1302900801142652e-46	True	1.0002567080657214e-48	True
3	50674092.0	4.4377728788102035e-15	8NoLat_SumPairs	1	4.39648317751562e-13	True	1.3712718195523528e-12	True	6.498918576077502e-15	True
4	47096138.5	1.6276659884955513e-26	8NoLat_SumPairs	1	0.0	True	5.029487904451253e-24	True	2.8905102899145134e-26	True
5	35739327.0	1.0055321620394475e-79	8NoLat_SumPairs	1	0.0	True	3.107094380701893e-77	True	6.473113293128944e-79	True
6	44773737.0	2.179302857253068e-34	8NoLat_SumPairs	1	0.0	True	6.734045828911979e-32	True	4.58098355708298e-34	True
7	38975047.0	3.551730903132763e-61	8NoLat_SumPairs	1	0.0	True	1.0974848490680238e-58	True	1.37185606133503e-60	True
8	57856795.5	0.008092627141194948	8NoLat_SumPairs	1	0.20993570878213286	False	1.0	False	0.008899009916830031	True
9	60485631.0	0.09329793771817002	8NoLat_SumPairs	0	0.8284610041432112	False	1.0	False	0.0987296669688854	False
10	43974359.5	2.2753488500136e-38	8NoLat_SumPairs	1	0.0	True	7.030827946542023e-36	True	5.367044234001545e-38	True
11	35804047.0	2.305136859105409e-79	8NoLat_SumPairs	1	0.0	True	7.122872894635714e-77	True	1.4536475295174924e-78	True
12	39682829.5	1.6951877238221587e-57	8NoLat_SumPairs	1	0.0	True	5.23813006661047e-55	True	5.820144518456079e-57	True
13	32569755.0	2.3890280720478855e-100	8NoLat_SumPairs	1	0.0	True	7.382096742627966e-98	True	4.613810464142478e-99	True
14	39980440.5	6.325644633125607e-56	8NoLat_SumPairs	1	0.0	True	1.9546241916358125e-53	True	2.1017464426191534e-55	True
15	45817361.0	3.0921481983866322e-30	8NoLat_SumPairs	1	0.0	True	9.554737933014694e-28	True	6.009269140260813e-30	True
16	61077304.0	0.3845119995431642	8NoLat_SumPairs	0	0.9873241727118018	False	1.0	False	0.3947315875708895	False
17	60022329.0	0.0008427263197939572	8NoLat_SumPairs	1	0.031529350110623744	True	0.2604024328163328	False	0.0009573618853541647	True
18	59715794.5	0.09866173206286116	8NoLat_SumPairs	0	0.8289619353982328	False	1.0	False	0.10404940343830751	False
19	50751097.5	2.587026166803859e-17	8NoLat_SumPairs	1	0.0	True	7.993910855423924e-15	True	3.8805392502057885e-17	True
20	49052959.5	1.8781670181416988e-21	8NoLat_SumPairs	1	0.0	True	5.803536086057849e-19	True	3.038500568616675e-21	True
21	40976050.0	4.0276399215600836e-51	8NoLat_SumPairs	1	0.0	True	1.2445407357620659e-48	True	1.1631221829552018e-50	True
22	38700366.0	7.980759982187652e-63	8NoLat_SumPairs	1	0.0	True	2.4660548344959844e-60	True	3.2448089927578746e-62	True
23	41501598.5	8.731762083029527e-51	8NoLat_SumPairs	1	0.0	True	2.698114483656124e-48	True	2.4753343886753433e-50	True
24	48657760.0	1.0036162500630823e-20	8NoLat_SumPairs	1	0.0	True	3.101174212694924e-18	True	1.598543408605631e-20	True
25	46340607.0	2.3160101471543234e-28	8NoLat_SumPairs	1	0.0	True	7.156471354706859e-26	True	4.3111273221125665e-28	True
26	53280294.5	3.102324093391403e-09	8NoLat_SumPairs	1	2.543905412988323e-07	True	9.586181448579436e-07	True	4.20446554762256e-09	True
